country,year,pop,continent,lifeExp,gdpPercap
Afghanistan,TEMPO#1,8425333,Asia,28.801,779.4453145
Afghanistan,TEMPO#2,9240934,Asia,30.332,820.8530296
Afghanistan,TEMPO#3,10267083,Asia,31.997,853.10071
Afghanistan,TEMPO#4,11537966,Asia,34.02,836.1971382
Afghanistan,TEMPO#5,13079460,Asia,36.088,739.9811058
Afghanistan,TEMPO#6,14880372,Asia,38.438,786.11336
Afghanistan,TEMPO#7,12881816,Asia,39.854,978.0114388
Afghanistan,TEMPO#8,13867957,Asia,40.822,852.3959448
Afghanistan,TEMPO#9,16317921,Asia,41.674,649.3413952
Afghanistan,TEMPO#10,22227415,Asia,41.763,635.341351
Afghanistan,TEMPO#11,25268405,Asia,42.129,726.7340548
Afghanistan,TEMPO#12,31889923,Asia,43.828,974.5803384
Albania,TEMPO#1,1282697,Europe,55.23,1601.056136
Albania,TEMPO#2,1476505,Europe,59.28,1942.284244
Albania,TEMPO#3,1728137,Europe,64.82,2312.888958
Albania,TEMPO#4,1984060,Europe,66.22,2760.196931
Albania,TEMPO#5,2263554,Europe,67.69,3313.422188
Albania,TEMPO#6,2509048,Europe,68.93,3533.00391
Albania,TEMPO#7,2780097,Europe,70.42,3630.880722
Albania,TEMPO#8,3075321,Europe,72,3738.932735
Albania,TEMPO#9,3326498,Europe,71.581,2497.437901
Albania,TEMPO#10,3428038,Europe,72.95,3193.054604
Albania,TEMPO#11,3508512,Europe,75.651,4604.211737
Albania,TEMPO#12,3600523,Europe,76.423,5937.029526
Algeria,TEMPO#1,9279525,Africa,43.077,2449.008185
Algeria,TEMPO#2,10270856,Africa,45.685,3013.976023
Algeria,TEMPO#3,11000948,Africa,48.303,2550.81688
Algeria,TEMPO#4,12760499,Africa,51.407,3246.991771
Algeria,TEMPO#5,14760787,Africa,54.518,4182.663766
Algeria,TEMPO#6,17152804,Africa,58.014,4910.416756
Algeria,TEMPO#7,20033753,Africa,61.368,5745.160213
Algeria,TEMPO#8,23254956,Africa,65.799,5681.358539
Algeria,TEMPO#9,26298373,Africa,67.744,5023.216647
Algeria,TEMPO#10,29072015,Africa,69.152,4797.295051
Algeria,TEMPO#11,31287142,Africa,70.994,5288.040382
Algeria,TEMPO#12,33333216,Africa,72.301,6223.367465
Angola,TEMPO#1,4232095,Africa,30.015,3520.610273
Angola,TEMPO#2,4561361,Africa,31.999,3827.940465
Angola,TEMPO#3,4826015,Africa,34,4269.276742
Angola,TEMPO#4,5247469,Africa,35.985,5522.776375
Angola,TEMPO#5,5894858,Africa,37.928,5473.288005
Angola,TEMPO#6,6162675,Africa,39.483,3008.647355
Angola,TEMPO#7,7016384,Africa,39.942,2756.953672
Angola,TEMPO#8,7874230,Africa,39.906,2430.208311
Angola,TEMPO#9,8735988,Africa,40.647,2627.845685
Angola,TEMPO#10,9875024,Africa,40.963,2277.140884
Angola,TEMPO#11,10866106,Africa,41.003,2773.287312
Angola,TEMPO#12,12420476,Africa,42.731,4797.231267
Argentina,TEMPO#1,17876956,Americas,62.485,5911.315053
Argentina,TEMPO#2,19610538,Americas,64.399,6856.856212
Argentina,TEMPO#3,21283783,Americas,65.142,7133.166023
Argentina,TEMPO#4,22934225,Americas,65.634,8052.953021
Argentina,TEMPO#5,24779799,Americas,67.065,9443.038526
Argentina,TEMPO#6,26983828,Americas,68.481,10079.02674
Argentina,TEMPO#7,29341374,Americas,69.942,8997.897412
Argentina,TEMPO#8,31620918,Americas,70.774,9139.671389
Argentina,TEMPO#9,33958947,Americas,71.868,9308.41871
Argentina,TEMPO#10,36203463,Americas,73.275,10967.28195
Argentina,TEMPO#11,38331121,Americas,74.34,8797.640716
Argentina,TEMPO#12,40301927,Americas,75.32,12779.37964
Australia,TEMPO#1,8691212,Oceania,69.12,10039.59564
Australia,TEMPO#2,9712569,Oceania,70.33,10949.64959
Australia,TEMPO#3,10794968,Oceania,70.93,12217.22686
Australia,TEMPO#4,11872264,Oceania,71.1,14526.12465
Australia,TEMPO#5,13177000,Oceania,71.93,16788.62948
Australia,TEMPO#6,14074100,Oceania,73.49,18334.19751
Australia,TEMPO#7,15184200,Oceania,74.74,19477.00928
Australia,TEMPO#8,16257249,Oceania,76.32,21888.88903
Australia,TEMPO#9,1748TEMPO#6,Oceania,77.56,23424.76683
Australia,TEMPO#10,18565243,Oceania,78.83,26997.93657
Australia,TEMPO#11,19546792,Oceania,80.37,30687.75473
Australia,TEMPO#12,20434176,Oceania,81.235,34435.36744
Austria,TEMPO#1,6927772,Europe,66.8,6137.076492
Austria,TEMPO#2,6965860,Europe,67.48,8842.59803
Austria,TEMPO#3,7129864,Europe,69.54,10750.72111
Austria,TEMPO#4,7376998,Europe,70.14,12834.6024
Austria,TEMPO#5,7544201,Europe,70.63,16661.6256
Austria,TEMPO#6,7568430,Europe,72.17,19749.4223
Austria,TEMPO#7,7574613,Europe,73.18,21597.08362
Austria,TEMPO#8,7578903,Europe,74.94,23687.82607
Austria,TEMPO#9,7914969,Europe,76.04,27042.01868
Austria,TEMPO#10,8069876,Europe,77.51,29095.92066
Austria,TEMPO#11,8148312,Europe,78.98,32417.60769
Austria,TEMPO#12,8TEMPO#1083,Europe,79.829,36126.4927
Bahrain,TEMPO#1,120447,Asia,50.939,9867.084765
Bahrain,TEMPO#2,138655,Asia,53.832,11635.79945
Bahrain,TEMPO#3,171863,Asia,56.923,12753.27514
Bahrain,TEMPO#4,202182,Asia,59.923,14804.6727
Bahrain,TEMPO#5,230800,Asia,63.3,18268.65839
Bahrain,TEMPO#6,297410,Asia,65.593,19340.10196
Bahrain,TEMPO#7,377967,Asia,69.052,19211.14731
Bahrain,TEMPO#8,454612,Asia,70.75,18524.02406
Bahrain,TEMPO#9,529491,Asia,72.601,19035.57917
Bahrain,TEMPO#10,598561,Asia,73.925,20292.01679
Bahrain,TEMPO#11,656397,Asia,74.795,23403.55927
Bahrain,TEMPO#12,708573,Asia,75.635,29796.04834
Bangladesh,TEMPO#1,46886859,Asia,37.484,684.2441716
Bangladesh,TEMPO#2,51365468,Asia,39.348,661.6374577
Bangladesh,TEMPO#3,56839289,Asia,41.216,686.3415538
Bangladesh,TEMPO#4,62821884,Asia,43.453,721.1860862
Bangladesh,TEMPO#5,70759295,Asia,45.252,630.2336265
Bangladesh,TEMPO#6,80428306,Asia,46.923,659.8772322
Bangladesh,TEMPO#7,93074406,Asia,50.009,676.9818656
Bangladesh,TEMPO#8,103764241,Asia,52.819,751.9794035
Bangladesh,TEMPO#9,113704579,Asia,56.018,837.8101643
Bangladesh,TEMPO#10,123315288,Asia,59.412,972.7700352
Bangladesh,TEMPO#11,135656790,Asia,62.013,1136.39043
Bangladesh,TEMPO#12,150448339,Asia,64.062,1391.253792
Belgium,TEMPO#1,8730405,Europe,68,8343.105127
Belgium,TEMPO#2,8989111,Europe,69.24,9714.960623
Belgium,TEMPO#3,9218400,Europe,70.25,10991.20676
Belgium,TEMPO#4,9556500,Europe,70.94,13149.04119
Belgium,TEMPO#5,9709100,Europe,71.44,16672.14356
Belgium,TEMPO#6,9821800,Europe,72.8,19117.97448
Belgium,TEMPO#7,9856303,Europe,73.93,20979.84589
Belgium,TEMPO#8,9870200,Europe,75.35,22525.56308
Belgium,TEMPO#9,10045622,Europe,76.46,25575.57069
Belgium,TEMPO#10,10TEMPO#1087,Europe,77.53,27561.19663
Belgium,TEMPO#11,10311970,Europe,78.32,30485.88375
Belgium,TEMPO#12,10392226,Europe,79.441,33692.60508
Benin,TEMPO#1,1738315,Africa,38.223,1062.7522
Benin,TEMPO#2,1925173,Africa,40.358,959.6010805
Benin,TEMPO#3,2151895,Africa,42.618,949.4990641
Benin,TEMPO#4,2427334,Africa,44.885,1035.831411
Benin,TEMPO#5,2761407,Africa,47.014,1085.796879
Benin,TEMPO#6,3168267,Africa,49.19,1029.161251
Benin,TEMPO#7,3641603,Africa,50.904,1277.897616
Benin,TEMPO#8,4243788,Africa,52.337,1225.85601
Benin,TEMPO#9,4981671,Africa,53.919,1191.207681
Benin,TEMPO#10,6066080,Africa,54.777,1232.975292
Benin,TEMPO#11,7026113,Africa,54.406,1372.877931
Benin,TEMPO#12,8078314,Africa,56.728,1441.284873
Bolivia,TEMPO#1,2883315,Americas,40.414,2677.326347
Bolivia,TEMPO#2,3211738,Americas,41.89,2127.686326
Bolivia,TEMPO#3,3593918,Americas,43.428,2180.972546
Bolivia,TEMPO#4,4040665,Americas,45.032,2586.886053
Bolivia,TEMPO#5,4565872,Americas,46.714,2980.331339
Bolivia,TEMPO#6,5079716,Americas,50.023,3548.097832
Bolivia,TEMPO#7,5642224,Americas,53.859,3156.510452
Bolivia,TEMPO#8,6156369,Americas,57.251,2753.69149
Bolivia,TEMPO#9,6893451,Americas,59.957,2961.699694
Bolivia,TEMPO#10,7693188,Americas,62.05,3326.143191
Bolivia,TEMPO#11,8445134,Americas,63.883,3413.26269
Bolivia,TEMPO#12,9119152,Americas,65.554,3822.137084
Bosnia and Herzegovina,TEMPO#1,2791000,Europe,53.82,973.5331948
Bosnia and Herzegovina,TEMPO#2,3076000,Europe,58.45,1353.989176
Bosnia and Herzegovina,TEMPO#3,3349000,Europe,61.93,1709.683679
Bosnia and Herzegovina,TEMPO#4,3585000,Europe,64.79,2172.352423
Bosnia and Herzegovina,TEMPO#5,3819000,Europe,67.45,2860.16975
Bosnia and Herzegovina,TEMPO#6,4086000,Europe,69.86,3528.481305
Bosnia and Herzegovina,TEMPO#7,4172693,Europe,70.69,4126.613157
Bosnia and Herzegovina,TEMPO#8,4338977,Europe,71.14,4314.114757
Bosnia and Herzegovina,TEMPO#9,4256013,Europe,72.178,2546.781445
Bosnia and Herzegovina,TEMPO#10,3607000,Europe,73.244,4766.355904
Bosnia and Herzegovina,TEMPO#11,4165416,Europe,74.09,6018.975239
Bosnia and Herzegovina,TEMPO#12,4552198,Europe,74.852,7446.298803
Botswana,TEMPO#1,442308,Africa,47.622,851.2411407
Botswana,TEMPO#2,474639,Africa,49.618,918.2325349
Botswana,TEMPO#3,512764,Africa,51.52,983.6539764
Botswana,TEMPO#4,553541,Africa,53.298,1214.709294
Botswana,TEMPO#5,619351,Africa,56.024,2263.611114
Botswana,TEMPO#6,781472,Africa,59.319,3214.857818
Botswana,TEMPO#7,970347,Africa,61.484,4551.14215
Botswana,TEMPO#8,1151184,Africa,63.622,6205.88385
Botswana,TEMPO#9,1342614,Africa,62.745,7954.111645
Botswana,TEMPO#10,1536536,Africa,52.556,8647.142313
Botswana,TEMPO#11,1630347,Africa,46.634,11003.60508
Botswana,TEMPO#12,1639131,Africa,50.728,12569.85177
Brazil,TEMPO#1,56602560,Americas,50.917,2108.944355
Brazil,TEMPO#2,65551171,Americas,53.285,2487.365989
Brazil,TEMPO#3,76039390,Americas,55.665,3336.585802
Brazil,TEMPO#4,88049823,Americas,57.632,3429.864357
Brazil,TEMPO#5,100840058,Americas,59.504,4985.711467
Brazil,TEMPO#6,114313951,Americas,61.489,6660.118654
Brazil,TEMPO#7,128962939,Americas,63.336,7030.835878
Brazil,TEMPO#8,142938076,Americas,65.205,7807.095818
Brazil,TEMPO#9,155975974,Americas,67.057,6950.283021
Brazil,TEMPO#10,168546719,Americas,69.388,7957.980824
Brazil,TEMPO#11,179914212,Americas,71.006,8131.212843
Brazil,TEMPO#12,190010647,Americas,72.39,9065.800825
Bulgaria,TEMPO#1,7274900,Europe,59.6,2444.286648
Bulgaria,TEMPO#2,7651254,Europe,66.61,3008.670727
Bulgaria,TEMPO#3,8012946,Europe,69.51,4254.337839
Bulgaria,TEMPO#4,8310226,Europe,70.42,5577.0028
Bulgaria,TEMPO#5,8576200,Europe,70.9,6597.494398
Bulgaria,TEMPO#6,8797022,Europe,70.81,7612.240438
Bulgaria,TEMPO#7,8892098,Europe,71.08,8224.191647
Bulgaria,TEMPO#8,8971958,Europe,71.34,8239.854824
Bulgaria,TEMPO#9,8658506,Europe,71.19,6302.623438
Bulgaria,TEMPO#10,8066057,Europe,70.32,5970.38876
Bulgaria,TEMPO#11,7661799,Europe,72.14,7696.777725
Bulgaria,TEMPO#12,7322858,Europe,73.005,10680.79282
Burkina Faso,TEMPO#1,4469979,Africa,31.975,543.2552413
Burkina Faso,TEMPO#2,4713416,Africa,34.906,617.1834648
Burkina Faso,TEMPO#3,4919632,Africa,37.814,722.5120206
Burkina Faso,TEMPO#4,5127935,Africa,40.697,794.8265597
Burkina Faso,TEMPO#5,5433886,Africa,43.591,854.7359763
Burkina Faso,TEMPO#6,5889574,Africa,46.137,743.3870368
Burkina Faso,TEMPO#7,6634596,Africa,48.122,807.1985855
Burkina Faso,TEMPO#8,7586551,Africa,49.557,912.0631417
Burkina Faso,TEMPO#9,8878303,Africa,50.26,931.7527731
Burkina Faso,TEMPO#10,10352843,Africa,50.324,946.2949618
Burkina Faso,TEMPO#11,12251209,Africa,50.65,1037.645221
Burkina Faso,TEMPO#12,14326203,Africa,52.295,1217.032994
Burundi,TEMPO#1,2445618,Africa,39.031,339.2964587
Burundi,TEMPO#2,2667518,Africa,40.533,379.5646281
Burundi,TEMPO#3,2961915,Africa,42.045,355.2032273
Burundi,TEMPO#4,3330989,Africa,43.548,412.9775136
Burundi,TEMPO#5,3529983,Africa,44.057,464.0995039
Burundi,TEMPO#6,3834415,Africa,45.91,556.1032651
Burundi,TEMPO#7,4580410,Africa,47.471,559.603231
Burundi,TEMPO#8,5126023,Africa,48.211,621.8188189
Burundi,TEMPO#9,5809236,Africa,44.736,631.6998778
Burundi,TEMPO#10,6121610,Africa,45.326,463.1151478
Burundi,TEMPO#11,7021078,Africa,47.36,446.4035126
Burundi,TEMPO#12,8390505,Africa,49.58,430.0706916
Cambodia,TEMPO#1,4693836,Asia,39.417,368.4692856
Cambodia,TEMPO#2,5322536,Asia,41.366,434.0383364
Cambodia,TEMPO#3,6083619,Asia,43.415,496.9136476
Cambodia,TEMPO#4,6960067,Asia,45.415,523.4323142
Cambodia,TEMPO#5,7450606,Asia,40.317,421.6240257
Cambodia,TEMPO#6,6978607,Asia,31.22,524.9721832
Cambodia,TEMPO#7,7272485,Asia,50.957,624.4754784
Cambodia,TEMPO#8,8371791,Asia,53.914,683.8955732
Cambodia,TEMPO#9,10150094,Asia,55.803,682.3031755
Cambodia,TEMPO#10,11782962,Asia,56.534,734.28517
Cambodia,TEMPO#11,12926707,Asia,56.752,896.2260153
Cambodia,TEMPO#12,14131858,Asia,59.723,1713.778686
Cameroon,TEMPO#1,5009067,Africa,38.523,1172.667655
Cameroon,TEMPO#2,5359923,Africa,40.428,1313.048099
Cameroon,TEMPO#3,5793633,Africa,42.643,1399.607441
Cameroon,TEMPO#4,6335506,Africa,44.799,1508.453148
Cameroon,TEMPO#5,7021028,Africa,47.049,1684.146528
Cameroon,TEMPO#6,7959865,Africa,49.355,1783.432873
Cameroon,TEMPO#7,9250831,Africa,52.961,2367.983282
Cameroon,TEMPO#8,10780667,Africa,54.985,2602.664206
Cameroon,TEMPO#9,12467171,Africa,54.314,1793.163278
Cameroon,TEMPO#10,14195809,Africa,52.199,1694.337469
Cameroon,TEMPO#11,15929988,Africa,49.856,1934.011449
Cameroon,TEMPO#12,17696293,Africa,50.43,2042.09524
Canada,TEMPO#1,14785584,Americas,68.75,11367.16112
Canada,TEMPO#2,17010154,Americas,69.96,12489.95006
Canada,TEMPO#3,18985849,Americas,71.3,13462.48555
Canada,TEMPO#4,20819767,Americas,72.13,16076.58803
Canada,TEMPO#5,22284500,Americas,72.88,18970.57086
Canada,TEMPO#6,23796400,Americas,74.21,22090.88306
Canada,TEMPO#7,25201900,Americas,75.76,22898.79214
Canada,TEMPO#8,26549700,Americas,76.86,26626.51503
Canada,TEMPO#9,28523502,Americas,77.95,26342.88426
Canada,TEMPO#10,30305843,Americas,78.61,28954.92589
Canada,TEMPO#11,31902268,Americas,79.77,33328.96507
Canada,TEMPO#12,33390141,Americas,80.653,36319.23501
Chad,TEMPO#1,2682462,Africa,38.092,1178.665927
Chad,TEMPO#2,2894855,Africa,39.881,1308.495577
Chad,TEMPO#3,3150417,Africa,41.716,1389.817618
Chad,TEMPO#4,3495967,Africa,43.601,1196.810565
Chad,TEMPO#5,3899068,Africa,45.569,1104.103987
Chad,TEMPO#6,4388260,Africa,47.383,1133.98495
Chad,TEMPO#7,4875118,Africa,49.517,797.9081006
Chad,TEMPO#8,5498955,Africa,51.051,952.386129
Chad,TEMPO#9,6429417,Africa,51.724,1058.0643
Chad,TEMPO#10,7562011,Africa,51.573,1004.961353
Chad,TEMPO#11,8835739,Africa,50.525,1156.18186
Chad,TEMPO#12,10238807,Africa,50.651,1704.063724
Chile,TEMPO#1,6377619,Americas,54.745,3939.978789
Chile,TEMPO#2,7048426,Americas,56.074,4315.622723
Chile,TEMPO#3,7961258,Americas,57.924,4519.094331
Chile,TEMPO#4,8858908,Americas,60.523,5106.654313
Chile,TEMPO#5,9717524,Americas,63.441,5494.024437
Chile,TEMPO#6,10599793,Americas,67.052,4756.763836
Chile,TEMPO#7,11487112,Americas,70.565,5095.665738
Chile,TEMPO#8,12463354,Americas,72.492,5547.063754
Chile,TEMPO#9,13572994,Americas,74.126,7596.125964
Chile,TEMPO#10,14599929,Americas,75.816,10118.05318
Chile,TEMPO#11,15497046,Americas,77.86,10778.78385
Chile,TEMPO#12,16284741,Americas,78.553,13171.63885
China,TEMPO#1,556263528.0,Asia,44,400.4486107
China,TEMPO#2,637408000,Asia,50.54896,575.9870009
China,TEMPO#3,665770000,Asia,44.50136,487.6740183
China,TEMPO#4,754550000,Asia,58.38112,612.7056934
China,TEMPO#5,862030000,Asia,63.11888,676.9000921
China,TEMPO#6,943455000,Asia,63.96736,741.2374699
China,TEMPO#7,1000281000,Asia,65.525,962.4213805
China,TEMPO#8,1084035000,Asia,67.274,1378.904018
China,TEMPO#9,1164970000,Asia,68.69,1655.784158
China,TEMPO#10,1230075000,Asia,70.426,2289.234136
China,TEMPO#11,1280400000,Asia,72.028,3119.280896
China,TEMPO#12,1318683096,Asia,72.961,4959.114854
Colombia,TEMPO#1,12350771,Americas,50.643,2144.115096
Colombia,TEMPO#2,14485993,Americas,55.118,2323.805581
Colombia,TEMPO#3,17009885,Americas,57.863,2492.351109
Colombia,TEMPO#4,19764027,Americas,59.963,2678.729839
Colombia,TEMPO#5,22542890,Americas,61.623,3264.660041
Colombia,TEMPO#6,25094412,Americas,63.837,3815.80787
Colombia,TEMPO#7,27764644,Americas,66.653,4397.575659
Colombia,TEMPO#8,30964245,Americas,67.768,4903.2191
Colombia,TEMPO#9,34202721,Americas,68.421,5444.648617
Colombia,TEMPO#10,37657830,Americas,70.313,6117.361746
Colombia,TEMPO#11,41008227,Americas,71.682,5755.259962
Colombia,TEMPO#12,44227550,Americas,72.889,7006.580419
Comoros,TEMPO#1,153936,Africa,40.715,1102.990936
Comoros,TEMPO#2,170928,Africa,42.46,1211.148548
Comoros,TEMPO#3,191689,Africa,44.467,1406.648278
Comoros,TEMPO#4,217378,Africa,46.472,1876.029643
Comoros,TEMPO#5,250027,Africa,48.944,1937.577675
Comoros,TEMPO#6,304739,Africa,50.939,1172.603047
Comoros,TEMPO#7,348643,Africa,52.933,1267.100083
Comoros,TEMPO#8,395114,Africa,54.926,1315.980812
Comoros,TEMPO#9,454429,Africa,57.939,1246.90737
Comoros,TEMPO#10,527982,Africa,60.66,1173.618235
Comoros,TEMPO#11,614382,Africa,62.974,1075.811558
Comoros,TEMPO#12,710960,Africa,65.152,986.1478792
Costa Rica,TEMPO#1,926317,Americas,57.206,2627.009471
Costa Rica,TEMPO#2,1112300,Americas,60.026,2990.010802
Costa Rica,TEMPO#3,1345187,Americas,62.842,3460.937025
Costa Rica,TEMPO#4,1588717,Americas,65.424,4161.727834
Costa Rica,TEMPO#5,1834796,Americas,67.849,5118.146939
Costa Rica,TEMPO#6,2108457,Americas,70.75,5926.876967
Costa Rica,TEMPO#7,2424367,Americas,73.45,5262.734751
Costa Rica,TEMPO#8,2799811,Americas,74.752,5629.915318
Costa Rica,TEMPO#9,3173216,Americas,75.713,6160.416317
Costa Rica,TEMPO#10,3518107,Americas,77.26,6677.045314
Costa Rica,TEMPO#11,3834934,Americas,78.123,7723.447195
Costa Rica,TEMPO#12,4133884,Americas,78.782,9645.06142
Cote d'Ivoire,TEMPO#1,2977019,Africa,40.477,1388.594732
Cote d'Ivoire,TEMPO#2,3300000,Africa,42.469,1500.895925
Cote d'Ivoire,TEMPO#3,3832408,Africa,44.93,1728.869428
Cote d'Ivoire,TEMPO#4,4744870,Africa,47.35,2052.050473
Cote d'Ivoire,TEMPO#5,6071696,Africa,49.801,2378.201111
Cote d'Ivoire,TEMPO#6,7459574,Africa,52.374,2517.736547
Cote d'Ivoire,TEMPO#7,9025951,Africa,53.983,2602.710169
Cote d'Ivoire,TEMPO#8,10761098,Africa,54.655,2156.956069
Cote d'Ivoire,TEMPO#9,12772596,Africa,52.044,1648.073791
Cote d'Ivoire,TEMPO#10,14625967,Africa,47.991,1786.265407
Cote d'Ivoire,TEMPO#11,16252726,Africa,46.832,1648.800823
Cote d'Ivoire,TEMPO#12,18013409,Africa,48.328,1544.750112
Croatia,TEMPO#1,3882229,Europe,61.21,3119.23652
Croatia,TEMPO#2,3991242,Europe,64.77,4338.231617
Croatia,TEMPO#3,4076557,Europe,67.13,5477.890018
Croatia,TEMPO#4,4174366,Europe,68.5,6960.297861
Croatia,TEMPO#5,4225310,Europe,69.61,9164.090127
Croatia,TEMPO#6,4318673,Europe,70.64,11305.38517
Croatia,TEMPO#7,4413368,Europe,70.46,13221.82184
Croatia,TEMPO#8,4484310,Europe,71.52,13822.58394
Croatia,TEMPO#9,4494013,Europe,72.527,8447.794873
Croatia,TEMPO#10,4444595,Europe,73.68,9875.604515
Croatia,TEMPO#11,4481020,Europe,74.876,11628.38895
Croatia,TEMPO#12,4493312,Europe,75.748,14619.22272
Cuba,TEMPO#1,6007797,Americas,59.421,5586.53878
Cuba,TEMPO#2,6640752,Americas,62.325,6092.174359
Cuba,TEMPO#3,7254373,Americas,65.246,5180.75591
Cuba,TEMPO#4,8139332,Americas,68.29,5690.268015
Cuba,TEMPO#5,8831348,Americas,70.723,5305.445256
Cuba,TEMPO#6,9537988,Americas,72.649,6380.494966
Cuba,TEMPO#7,9789224,Americas,73.717,7316.918107
Cuba,TEMPO#8,10239839,Americas,74.174,7532.924763
Cuba,TEMPO#9,10723260,Americas,74.414,5592.843963
Cuba,TEMPO#10,10983007,Americas,76.151,5431.990415
Cuba,TEMPO#11,11226999,Americas,77.158,6340.646683
Cuba,TEMPO#12,11416987,Americas,78.273,8948.102923
Czech Republic,TEMPO#1,9125183,Europe,66.87,6876.14025
Czech Republic,TEMPO#2,9513758,Europe,69.03,8256.343918
Czech Republic,TEMPO#3,9620282,Europe,69.9,10136.86713
Czech Republic,TEMPO#4,9835109,Europe,70.38,11399.44489
Czech Republic,TEMPO#5,9862158,Europe,70.29,13108.4536
Czech Republic,TEMPO#6,10161915,Europe,70.71,14800.16062
Czech Republic,TEMPO#7,10303704,Europe,70.96,15377.22855
Czech Republic,TEMPO#8,10311597,Europe,71.58,16310.4434
Czech Republic,TEMPO#9,10315702,Europe,72.4,14297.02122
Czech Republic,TEMPO#10,10300707,Europe,74.01,16048.51424
Czech Republic,TEMPO#11,10256295,Europe,75.51,17596.21022
Czech Republic,TEMPO#12,10228744,Europe,76.486,22833.30851
Denmark,TEMPO#1,4334000,Europe,70.78,9692.385245
Denmark,TEMPO#2,4487831,Europe,71.81,11099.65935
Denmark,TEMPO#3,4646899,Europe,72.35,13583.31351
Denmark,TEMPO#4,4838800,Europe,72.96,15937.21123
Denmark,TEMPO#5,4991596,Europe,73.47,18866.20721
Denmark,TEMPO#6,5088419,Europe,74.69,20422.9015
Denmark,TEMPO#7,5117810,Europe,74.63,21688.04048
Denmark,TEMPO#8,5127024,Europe,74.8,25116.17581
Denmark,TEMPO#9,5171393,Europe,75.33,26406.73985
Denmark,TEMPO#10,5283663,Europe,76.11,29804.34567
Denmark,TEMPO#11,5374693,Europe,77.18,32166.50006
Denmark,TEMPO#12,5468120,Europe,78.332,35278.41874
Djibouti,TEMPO#1,63149,Africa,34.812,2669.529475
Djibouti,TEMPO#2,71851,Africa,37.328,2864.969076
Djibouti,TEMPO#3,89898,Africa,39.693,3020.989263
Djibouti,TEMPO#4,127617,Africa,42.074,3020.050513
Djibouti,TEMPO#5,178848,Africa,44.366,3694.212352
Djibouti,TEMPO#6,228694,Africa,46.519,3081.761022
Djibouti,TEMPO#7,305991,Africa,48.812,2879.468067
Djibouti,TEMPO#8,311025,Africa,50.04,2880.102568
Djibouti,TEMPO#9,384156,Africa,51.604,2377.156192
Djibouti,TEMPO#10,417908,Africa,53.157,1895.016984
Djibouti,TEMPO#11,447416,Africa,53.373,1908.260867
Djibouti,TEMPO#12,496374,Africa,54.791,2082.481567
Dominican Republic,TEMPO#1,2491346,Americas,45.928,1397.717137
Dominican Republic,TEMPO#2,2923186,Americas,49.828,1544.402995
Dominican Republic,TEMPO#3,3453434,Americas,53.459,1662.137359
Dominican Republic,TEMPO#4,4049146,Americas,56.751,1653.723003
